
时间2 (秒 s)	角2 (弧度 rad)	角速度2 (弧度/秒 rad/s)	角加速度2 (弧度/秒² rad/s²)	位置2 (米 m)	速度2 (米/秒 m/s)	加速度2 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)
0.100	0.000	0.000	0.000	0.0000	0.000	0.000	0.100	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.100	0.000	0.000	0.000	0.0000	0.000	0.000	0.100	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.100	0.000	0.000	0.000	0.0000	0.000	0.000	0.100	-0.035	-0.873	43.633	-8.3333E-4	-0.021	1.042	0.050	0.000	0.000	0.000	0.0000	0.000	0.000	0.200	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.040	0.000	0.000	0.000	0.0000	0.000	0.000	0.100	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.010	0.000	0.000	0.000	0.0000	0.000	0.000	0.100	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.100	0.000	0.000	0.000	0.0000	0.000	0.000	0.100	-0.087	-0.873	-6.661E-14	-0.0021	-0.021	3.469E-16	0.100	-0.052	-0.873	-1.665E-14	-0.0012	-0.021	-1.388E-15	0.100	0.052	0.873	-43.633	0.0012	0.021	-1.042	0.100	0.070	0.873	3.331E-14	0.0017	0.021	8.674E-16	0.100	0.070	0.873	3.331E-14	0.0017	0.021	8.674E-16	0.100	0.087	0.873	6.661E-14	0.0021	0.021	-3.469E-16	0.100	0.052	0.873	1.665E-14	0.0012	0.021	1.388E-15
0.110	0.000	0.000	0.000	0.0000	0.000	0.000	0.110	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.110	0.000	0.000	0.000	0.0000	0.000	0.000	0.110	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.110	0.000	0.000	0.000	0.0000	0.000	0.000	0.110	-0.035	0.000	43.633	-8.3333E-4	0.000	1.042	0.055	0.000	0.000	0.000	0.0000	0.000	0.000	0.220	0.035	0.000	10.908	8.3333E-4	0.000	0.260	0.044	0.000	0.000	0.000	0.0000	0.000	0.000	0.110	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.011	0.000	0.000	0.000	0.0000	0.000	0.000	0.110	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.110	0.000	0.000	43.633	0.0000	0.000	1.042	0.110	-0.105	-0.873	43.633	-0.0025	-0.021	1.042	0.110	-0.070	-0.873	43.633	-0.0017	-0.021	1.042	0.110	0.052	0.000	-43.633	0.0012	0.000	-1.042	0.110	0.087	0.873	3.331E-14	0.0021	0.021	-1.041E-15	0.110	0.087	0.873	3.331E-14	0.0021	0.021	-1.041E-15	0.110	0.087	0.873	3.331E-14	0.0021	0.021	-1.041E-15	0.110	0.070	0.873	0.000	0.0017	0.021	0.000
0.120	0.000	0.000	0.000	0.0000	0.000	0.000	0.120	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.120	0.000	0.000	0.000	0.0000	0.000	0.000	0.120	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.120	0.000	0.000	0.000	0.0000	0.000	0.000	0.120	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.060	0.000	0.000	0.000	0.0000	0.000	0.000	0.240	0.035	0.436	10.908	8.3333E-4	0.010	0.260	0.048	0.000	0.000	0.000	0.0000	0.000	0.000	0.120	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.012	0.000	0.000	0.000	0.0000	0.000	0.000	0.120	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.120	0.000	0.873	43.633	0.0000	0.021	1.042	0.120	-0.105	0.000	9.437E-14	-0.0025	0.000	3.469E-16	0.120	-0.070	0.000	6.106E-14	-0.0017	0.000	1.561E-15	0.120	0.052	0.000	0.000	0.0012	0.000	0.000	0.120	0.087	0.873	-2.776E-14	0.0021	0.021	-2.602E-15	0.120	0.087	0.873	-2.776E-14	0.0021	0.021	-2.602E-15	0.120	0.105	0.873	-9.437E-14	0.0025	0.021	-3.469E-16	0.120	0.070	0.873	-6.106E-14	0.0017	0.021	-1.561E-15
0.130	0.000	0.000	0.000	0.0000	0.000	0.000	0.130	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.130	0.000	0.000	0.000	0.0000	0.000	0.000	0.130	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.130	0.000	0.000	0.000	0.0000	0.000	0.000	0.130	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.065	0.000	0.000	0.000	0.0000	0.000	0.000	0.260	0.052	0.436	-10.908	0.0012	0.010	-0.260	0.052	0.000	0.000	0.000	0.0000	0.000	0.000	0.130	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.013	0.000	0.000	0.000	0.0000	0.000	0.000	0.130	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.130	0.017	0.873	-43.633	4.1667E-4	0.021	-1.042	0.130	-0.105	-0.873	-43.633	-0.0025	-0.021	-1.042	0.130	-0.070	-0.873	-43.633	-0.0017	-0.021	-1.042	0.130	0.052	0.000	0.000	0.0012	0.000	0.000	0.130	0.105	0.873	0.000	0.0025	0.021	1.908E-15	0.130	0.105	0.873	0.000	0.0025	0.021	1.908E-15	0.130	0.105	0.873	0.000	0.0025	0.021	1.908E-15	0.130	0.087	0.873	6.661E-14	0.0021	0.021	-3.469E-16
0.140	0.000	0.000	0.000	0.0000	0.000	0.000	0.140	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.140	0.000	0.000	0.000	0.0000	0.000	0.000	0.140	-0.017	0.000	-43.633	-4.1667E-4	0.000	-1.042	0.140	0.000	0.000	0.000	0.0000	0.000	0.000	0.140	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.070	0.000	0.000	0.000	0.0000	0.000	0.000	0.280	0.052	0.000	-10.908	0.0012	0.000	-0.260	0.056	0.000	0.000	-272.708	0.0000	0.000	-6.510	0.140	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.014	0.000	0.000	0.000	0.0000	0.000	0.000	0.140	0.017	0.000	43.633	4.1667E-4	0.000	1.042	0.140	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	0.140	-0.122	-0.873	-6.106E-14	-0.0029	-0.021	-1.561E-15	0.140	-0.087	-0.873	43.633	-0.0021	-0.021	1.042	0.140	0.052	0.000	0.000	0.0012	0.000	0.000	0.140	0.105	0.873	2.776E-14	0.0025	0.021	2.602E-15	0.140	0.105	0.873	2.776E-14	0.0025	0.021	2.602E-15	0.140	0.122	0.873	6.106E-14	0.0029	0.021	1.561E-15	0.140	0.087	0.873	9.437E-14	0.0021	0.021	3.469E-16
0.150	0.000	0.000	0.000	0.0000	0.000	0.000	0.150	0.017	0.000	43.633	4.1667E-4	0.000	1.042	0.150	0.000	0.000	0.000	0.0000	0.000	0.000	0.150	-0.017	-0.873	-43.633	-4.1667E-4	-0.021	-1.042	0.150	0.000	0.000	0.000	0.0000	0.000	0.000	0.150	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.075	0.000	0.000	0.000	0.0000	0.000	0.000	0.300	0.052	0.000	0.000	0.0012	0.000	0.000	0.060	0.000	-2.182	-272.708	0.0000	-0.052	-6.510	0.150	0.017	0.000	43.633	4.1667E-4	0.000	1.042	0.015	0.000	0.000	0.000	0.0000	0.000	0.000	0.150	0.017	0.873	43.633	4.1667E-4	0.021	1.042	0.150	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.150	-0.122	-0.873	6.106E-14	-0.0029	-0.021	1.561E-15	0.150	-0.087	0.000	2.776E-14	-0.0021	0.000	2.602E-15	0.150	0.052	0.000	43.633	0.0012	0.000	1.042	0.150	0.122	0.873	-6.106E-14	0.0029	0.021	-1.561E-15	0.150	0.122	0.873	-6.106E-14	0.0029	0.021	-1.561E-15	0.150	0.122	0.873	-6.106E-14	0.0029	0.021	-1.561E-15	0.150	0.105	0.873	-9.437E-14	0.0025	0.021	-3.469E-16
0.160	0.000	0.000	0.000	0.0000	0.000	0.000	0.160	0.017	0.873	43.633	4.1667E-4	0.021	1.042	0.160	0.000	0.000	0.000	0.0000	0.000	0.000	0.160	-0.035	-0.873	43.633	-8.3333E-4	-0.021	1.042	0.160	0.000	0.000	0.000	0.0000	0.000	0.000	0.160	-0.035	0.000	-43.633	-8.3333E-4	0.000	-1.042	0.080	0.000	0.000	0.000	0.0000	0.000	0.000	0.320	0.052	0.000	10.908	0.0012	0.000	0.260	0.064	-0.017	-2.182	272.708	-4.1667E-4	-0.052	6.510	0.160	0.017	0.873	43.633	4.1667E-4	0.021	1.042	0.016	0.000	0.000	0.000	0.0000	0.000	0.000	0.160	0.035	0.873	-43.633	8.3333E-4	0.021	-1.042	0.160	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.160	-0.140	-0.873	43.633	-0.0033	-0.021	1.042	0.160	-0.087	-0.873	-43.633	-0.0021	-0.021	-1.042	0.160	0.052	0.873	43.633	0.0012	0.021	1.042	0.160	0.122	0.873	0.000	0.0029	0.021	0.000	0.160	0.122	0.873	0.000	0.0029	0.021	0.000	0.160	0.140	0.873	3.331E-14	0.0033	0.021	0.000	0.160	0.105	0.873	-3.331E-14	0.0025	0.021	1.214E-15
0.170	0.000	0.000	0.000	0.0000	0.000	0.000	0.170	0.035	0.873	-43.633	8.3333E-4	0.021	-1.042	0.170	0.000	0.000	0.000	0.0000	0.000	0.000	0.170	-0.035	0.000	43.633	-8.3333E-4	0.000	1.042	0.170	0.000	0.000	0.000	0.0000	0.000	0.000	0.170	-0.035	-0.873	-43.633	-8.3333E-4	-0.021	-1.042	0.085	0.000	0.000	0.000	0.0000	0.000	0.000	0.340	0.052	0.436	10.908	0.0012	0.010	0.260	0.068	-0.017	0.000	272.708	-4.1667E-4	0.000	6.510	0.170	0.035	0.873	-43.633	8.3333E-4	0.021	-1.042	0.017	0.000	0.000	0.000	0.0000	0.000	0.000	0.170	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	0.170	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.170	-0.140	0.000	-9.437E-14	-0.0033	0.000	-1.561E-15	0.170	-0.105	-0.873	-2.776E-14	-0.0025	-0.021	-2.602E-15	0.170	0.070	0.873	-43.633	0.0017	0.021	-1.042	0.170	0.140	0.873	9.437E-14	0.0033	0.021	1.561E-15	0.170	0.140	0.873	9.437E-14	0.0033	0.021	1.561E-15	0.170	0.140	0.873	43.633	0.0033	0.021	1.042	0.170	0.122	0.873	6.106E-14	0.0029	0.021	1.561E-15
0.180	0.000	0.000	0.000	0.0000	0.000	0.000	0.180	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	0.180	0.000	0.000	0.000	0.0000	0.000	0.000	0.180	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.180	0.000	0.000	0.000	0.0000	0.000	0.000	0.180	-0.052	-0.873	43.633	-0.0012	-0.021	1.042	0.090	0.000	0.000	0.000	0.0000	0.000	0.000	0.360	0.070	0.436	-10.908	0.0017	0.010	-0.260	0.072	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.180	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	0.018	0.000	0.000	0.000	0.0000	0.000	0.000	0.180	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.180	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.180	-0.140	-0.873	-43.633	-0.0033	-0.021	-1.042	0.180	-0.105	-0.873	9.437E-14	-0.0025	-0.021	3.469E-16	0.180	0.070	0.000	-43.633	0.0017	0.000	-1.042	0.180	0.140	0.873	-2.776E-14	0.0033	0.021	-1.561E-15	0.180	0.140	0.873	-2.776E-14	0.0033	0.021	-1.561E-15	0.180	0.157	1.745	-1.277E-13	0.0037	0.042	-1.561E-15	0.180	0.122	0.873	-6.106E-14	0.0029	0.021	-1.561E-15
0.190	0.000	0.000	0.000	0.0000	0.000	0.000	0.190	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.190	0.000	0.000	0.000	0.0000	0.000	0.000	0.190	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.190	0.000	0.000	0.000	0.0000	0.000	0.000	0.190	-0.052	0.000	43.633	-0.0012	0.000	1.042	0.095	0.000	0.000	0.000	0.0000	0.000	0.000	0.380	0.070	0.000	-10.908	0.0017	0.000	-0.260	0.076	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.190	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.019	0.000	0.000	0.000	0.0000	0.000	0.000	0.190	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.190	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.190	-0.157	-0.873	43.633	-0.0037	-0.021	1.042	0.190	-0.122	-0.873	43.633	-0.0029	-0.021	1.042	0.190	0.070	0.000	0.000	0.0017	0.000	0.000	0.190	0.157	0.873	-7.216E-14	0.0037	0.021	0.000	0.190	0.157	0.873	-7.216E-14	0.0037	0.021	0.000	0.190	0.175	0.873	-43.633	0.0042	0.021	-1.042	0.190	0.140	0.873	3.331E-14	0.0033	0.021	0.000
0.200	0.000	0.000	0.000	0.0000	0.000	0.000	0.200	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.200	0.000	0.000	0.000	0.0000	0.000	0.000	0.200	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.200	0.000	0.000	0.000	0.0000	0.000	0.000	0.200	-0.052	0.000	0.000	-0.0012	0.000	0.000	0.100	0.000	0.000	0.000	0.0000	0.000	0.000	0.400	0.070	0.000	0.000	0.0017	0.000	0.000	0.080	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.200	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.020	0.000	0.000	0.000	0.0000	0.000	0.000	0.200	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.200	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.200	-0.157	0.000	1.110E-14	-0.0037	0.000	-1.561E-15	0.200	-0.122	0.000	-6.106E-14	-0.0029	0.000	-1.561E-15	0.200	0.070	0.000	0.000	0.0017	0.000	0.000	0.200	0.157	0.873	-1.110E-14	0.0037	0.021	1.561E-15	0.200	0.157	0.873	43.633	0.0037	0.021	1.042	0.200	0.175	0.873	1.277E-13	0.0042	0.021	1.561E-15	0.200	0.140	0.873	9.437E-14	0.0033	0.021	1.561E-15
0.210	0.000	0.000	0.000	0.0000	0.000	0.000	0.210	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.210	0.000	0.000	0.000	0.0000	0.000	0.000	0.210	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.210	0.000	0.000	0.000	0.0000	0.000	0.000	0.210	-0.052	0.000	0.000	-0.0012	0.000	0.000	0.105	0.000	0.000	0.000	0.0000	0.000	0.000	0.420	0.070	0.000	0.000	0.0017	0.000	0.000	0.084	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.210	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.021	0.000	0.000	0.000	0.0000	0.000	0.000	0.210	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.210	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.210	-0.157	-0.873	-43.633	-0.0037	-0.021	-1.042	0.210	-0.122	-0.873	-43.633	-0.0029	-0.021	-1.042	0.210	0.070	0.000	0.000	0.0017	0.000	0.000	0.210	0.175	0.873	1.110E-14	0.0042	0.021	-1.561E-15	0.210	0.175	1.745	1.110E-14	0.0042	0.042	-1.561E-15	0.210	0.192	0.873	-6.106E-14	0.0046	0.021	-3.643E-15	0.210	0.157	0.873	-1.277E-13	0.0037	0.021	-1.561E-15
0.220	0.000	0.000	0.000	0.0000	0.000	0.000	0.220	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.220	0.000	0.000	43.633	0.0000	0.000	1.042	0.220	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.220	0.000	0.000	0.000	0.0000	0.000	0.000	0.220	-0.052	0.000	0.000	-0.0012	0.000	0.000	0.110	0.000	0.000	0.000	0.0000	0.000	0.000	0.440	0.070	0.000	0.000	0.0017	0.000	0.000	0.088	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.220	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.022	0.000	0.000	0.000	0.0000	0.000	0.000	0.220	0.035	0.000	43.633	8.3333E-4	0.000	1.042	0.220	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.220	-0.175	-0.873	43.633	-0.0042	-0.021	1.042	0.220	-0.140	-0.873	43.633	-0.0033	-0.021	1.042	0.220	0.070	0.000	0.000	0.0017	0.000	0.000	0.220	0.175	0.873	7.216E-14	0.0042	0.021	0.000	0.220	0.192	0.873	-43.633	0.0046	0.021	-1.042	0.220	0.192	0.873	43.633	0.0046	0.021	1.042	0.220	0.157	0.873	43.633	0.0037	0.021	1.042
0.230	0.000	0.000	0.000	0.0000	0.000	0.000	0.230	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.230	0.000	0.873	43.633	0.0000	0.021	1.042	0.230	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.230	0.000	0.000	0.000	0.0000	0.000	0.000	0.230	-0.052	0.000	0.000	-0.0012	0.000	0.000	0.115	0.000	0.000	0.000	0.0000	0.000	0.000	0.460	0.070	0.000	0.000	0.0017	0.000	0.000	0.092	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.230	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.023	0.000	0.000	0.000	0.0000	0.000	0.000	0.230	0.035	0.873	43.633	8.3333E-4	0.021	1.042	0.230	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.230	-0.175	0.000	-1.277E-13	-0.0042	0.000	-1.561E-15	0.230	-0.140	0.000	-9.437E-14	-0.0033	0.000	-1.561E-15	0.230	0.070	0.000	0.000	0.0017	0.000	0.000	0.230	0.192	0.873	6.106E-14	0.0046	0.021	-6.939E-16	0.230	0.192	0.873	6.106E-14	0.0046	0.021	-6.939E-16	0.230	0.209	1.745	-1.110E-14	0.0050	0.042	3.643E-15	0.230	0.175	1.745	1.277E-13	0.0042	0.042	1.561E-15
0.240	0.000	0.000	0.000	0.0000	0.000	0.000	0.240	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.240	0.017	0.873	-43.633	4.1667E-4	0.021	-1.042	0.240	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.240	0.000	0.000	0.000	0.0000	0.000	0.000	0.240	-0.052	0.000	0.000	-0.0012	0.000	0.000	0.120	0.000	0.000	0.000	0.0000	0.000	0.000	0.480	0.070	0.000	0.000	0.0017	0.000	0.000	0.096	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.240	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.024	0.000	0.000	0.000	0.0000	0.000	0.000	0.240	0.052	0.873	-43.633	0.0012	0.021	-1.042	0.240	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.240	-0.175	-0.873	-43.633	-0.0042	-0.021	-1.042	0.240	-0.140	-0.873	-43.633	-0.0033	-0.021	-1.042	0.240	0.070	0.000	0.000	0.0017	0.000	0.000	0.240	0.192	0.873	-6.106E-14	0.0046	0.021	-3.643E-15	0.240	0.209	0.873	-1.277E-13	0.0050	0.021	6.939E-16	0.240	0.227	0.873	-43.633	0.0054	0.021	-1.042	0.240	0.192	0.873	-43.633	0.0046	0.021	-1.042
0.250	0.000	0.000	0.000	0.0000	0.000	0.000	0.250	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.250	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	0.250	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.250	0.000	0.000	0.000	0.0000	0.000	0.000	0.250	-0.052	0.000	0.000	-0.0012	0.000	0.000	0.125	0.000	0.000	0.000	0.0000	0.000	0.000	0.500	0.070	0.000	0.000	0.0017	0.000	0.000	0.100	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.250	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.025	0.000	0.000	0.000	0.0000	0.000	0.000	0.250	0.052	0.000	-43.633	0.0012	0.000	-1.042	0.250	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.250	-0.192	-0.873	43.633	-0.0046	-0.021	1.042	0.250	-0.157	-0.873	43.633	-0.0037	-0.021	1.042	0.250	0.070	0.000	0.000	0.0017	0.000	0.000	0.250	0.209	0.873	-1.277E-13	0.0050	0.021	6.939E-16	0.250	0.209	0.873	-1.277E-13	0.0050	0.021	6.939E-16	0.250	0.227	0.873	43.633	0.0054	0.021	1.042	0.250	0.192	0.873	43.633	0.0046	0.021	1.042
0.260	0.000	0.000	0.000	0.0000	0.000	0.000	0.260	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.260	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.260	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.260	0.000	0.000	0.000	0.0000	0.000	0.000	0.260	-0.052	0.000	-43.633	-0.0012	0.000	-1.042	0.130	0.000	0.000	0.000	0.0000	0.000	0.000	0.520	0.070	0.000	0.000	0.0017	0.000	0.000	0.104	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.260	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.026	0.000	0.000	0.000	0.0000	0.000	0.000	0.260	0.052	0.000	0.000	0.0012	0.000	0.000	0.260	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.260	-0.192	0.000	43.633	-0.0046	0.000	1.042	0.260	-0.157	0.000	6.661E-14	-0.0037	0.000	0.000	0.260	0.070	0.000	0.000	0.0017	0.000	0.000	0.260	0.209	0.873	-6.661E-14	0.0050	0.021	2.082E-15	0.260	0.227	0.873	6.661E-14	0.0054	0.021	0.000	0.260	0.244	1.745	-6.661E-14	0.0058	0.042	0.000	0.260	0.209	1.745	-6.661E-14	0.0050	0.042	2.082E-15
0.270	0.000	0.000	0.000	0.0000	0.000	0.000	0.270	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.270	0.017	0.000	0.000	4.1667E-4	0.000	0.000	0.270	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.270	0.000	0.000	0.000	0.0000	0.000	0.000	0.270	-0.052	-0.873	-43.633	-0.0012	-0.021	-1.042	0.135	0.000	0.000	0.000	0.0000	0.000	0.000	0.540	0.070	0.000	0.000	0.0017	0.000	0.000	0.108	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.270	0.035	0.000	0.000	8.3333E-4	0.000	0.000	0.027	0.000	0.000	0.000	0.0000	0.000	0.000	0.270	0.052	0.000	0.000	0.0012	0.000	0.000	0.270	0.017	0.000	43.633	4.1667E-4	0.000	1.042	0.270	-0.192	0.000	0.000	-0.0046	0.000	0.000	0.270	-0.157	-0.873	-43.633	-0.0037	-0.021	-1.042	0.270	0.070	0.000	0.000	0.0017	0.000	0.000	0.270	0.227	0.873	-43.633	0.0054	0.021	-1.042	0.270	0.227	0.873	1.887E-13	0.0054	0.021	2.949E-15	0.270	0.262	0.873	-43.633	0.0062	0.021	-1.042	0.270	0.227	0.873	-43.633	0.0054	0.021	-1.042
